name,gender
sukka,m
devi,f
rashid,m
chndrakla,f
avastha,f
reeti,f
lakhamichand,m
anup,m
sharib,m
aanu,f
manudeen,m
sujit,m
anoop,m
saroj,m
ranjit,m
dipika,f
dolly,m
soma,f
vinita,f
azim,m
priynka,f
nurjaha,f
subham,m
kaushar,f
nagaji,m
rennu,f
jina,f
pari,f
annavi,f
salina,f
sharshwati,f
chatar,m
naina,f
sahwaj,m
premi,f
shoyab,m
harsha,f
ashiya,f
dipali,f
sarmila,f
shahnaz,f
bitto,m
modh,m
ezaz,m
ramesh,f
archita,f
begam,f
nargish,f
narendra,m
shrawan,m
sumnesh,f
mony,f
kachan,f
zeenat,f
afshar,m
sarojni,f
tanjeem,f
sozi,f
sandha,f
mohanlal,m
dhanpat,m
mehnaz,f
anash,m
mamta,m
allaraji,m
vadhi,f
dwarika,m
devki,f
brinda,f
hanif,m
nittin,m
noorin,f
meghanath,m
sabeena,f
salmakhatun,f
sahrul,f
sunny,f
mool,m
lakshaya,m
raghu,m
mnoj,m
naresh,f
tane,f
vikki,f
hazari,m
shamim,m
asana,f
sajan,m
chandki,m
panmati,f
mithun,m
veenu,f
sidharth,m
najrana,f
kishansingh,m
rukmani,f
nipun,m
kelashi,f
samad,m
neraj,f
afzaj,m
ramsagar,m
bimlesh,f
shakuntala,f
dhramender,m
kasish,f
sajad,m
harshi,f
sarjeet,m
paramjit,f
parsnath,m
nitish,m
tilakraj,m
vi,m
amarjeet,m
yunus,m
shanawaz,m
malika,f
baliram,m
madanlal,m
aasish,m
manish,f
bishan,m
gagan,m
sidarth,m
tejender,f
sohni,f
hom,m
shila,f
yashodha,f
rukshan,m
nandita,m
anwari,m
nrendr,m
rajbir,m
jafruddin,m
puswa,m
kantil,m
natu,f
anupama,f
vicakha,f
aditi,m
jagan,f
aashiya,f
vinna,f
rajan,m
hitesh,m
sobi,m
bikki,m
saima,f
anjuman,f
kallo,f
muli,f
gulfsa,f
dabu,m
amar,m
aakil,m
hanshraj,m
padama,f
guldasta,f
amrika,m
shneha,f
ganita,f
basir,m
ritika,f
durgesh,m
mandira,f
guljan,f
subhdra,f
niraj,f
jagdeep,m
shaikh,m
harshit,m
mahinder,m
sanjna,f
fazin,f
jaynarayan,m
shanta,f
parem,m
akash,f
gomati,f
maneesha,f
shiva,m
abu,m
ramkesh,m
jang,m
jogender,m
imtiyaz,m
uma,f
shishpal,m
yasmin,f
vidya,m
sonika,f
rabiya,f
rukhsna,f
ajeet,m
shahgujta,f
ismaliye,f
chandini,f
dilshad,m
ajit,m
nahid,f
sayna,f
jashinal,f
sourabh,m
trilok,m
asanti,f
sujata,f
mishra,m
najara,f
sultana,f
vasuki,m
reeta,f
damini,f
saeshta,f
gaytri,f
mariam,f
pryinka,f
farukh,m
ramdev,m
jugani,f
amandeep,m
mahak,f
shajid,m
sanjana,f
surendr,m
yaksh,m
gunjan,f
rampal,f
akansha,f
nrotam,m
satyam,m
saleem,m
tasnim,f
rameshwer,m
samsida,f
bishun,m
mujaffar,m
fra,f
dev,f
pyarelal,m
bunda,m
sharjprit,f
udmai,m
gulsha,f
runiya,f
moti,m
sanoj,f
najo,f
aidtya,m
rambhool,m
moolchul,m
bhori,f
shilap,f
bhiki,f
brij,m
udham,m
kali,m
ramila,f
gulnaza,f
husain,m
mili,f
montu,m
buddhi,m
kmla,f
rizwan,m
rizwaan,m
subhagi,f
shriram,m
mum,m
meenu,m
daya,m
mukul,m
nana,f
manjoo,f
chanab,f
sisty,f
subrati,m
yasoda,f
mahjabi,f
gouri,f
araslan,m
mintu,m
saalu,f
mithlesh,f
somwati,f
manali,f
pholwati,f
bhahadur,m
momena,f
narbada,f
vishamitra,m
shakti,m
archan,f
mausam,f
phalguni,f
chhanoyar,m
shjad,m
marjana,f
dur,f
vaibav,m
julfi,m
vikarm,m
kawaljeet,m
turveny,f
bahalen,f
desh,m
pphola,m
viresh,m
fahad,m
shilpa,f
fahira,f
fhaishal,m
bhasker,m
mithlesh,m
yogita,f
shanawaz,f
srisuraj,m
pratha,m
tosif,m
ratani,f
ritik,m
toni,m
digamber,m
nibo,f
hasina,f
murari,m
jaivind,m
kanheya,m
saviha,f
ankit,f
rekhwan,f
badan,m
dimple,f
mehinder,m
gur,m
preety,f
noorjaha,f
paka,f
ashshwer,m
ranki,f
mati,f
rekha,m
rahmat,m
maj,m
shaukat,m
monish,m
annpurna,f
leelawati,f
karim,m
shabnam,f
mohmed,m
sanjey,m
kailash,f
kale,m
jasveer,m
zahid,m
jetender,m
mahraj,m
navdeep,m
birij,m
afsar,m
gurfaan,m
fazil,m
lukkad,m
agyapad,m
norti,f
sehbaj,m
bimlesh,m
mahammd,m
rinke,f
karshana,f
azmira,f
jorj,m
nazeer,m
versha,m
arsad,m
neetu,m
triveni,f
mangilal,m
abbas,m
alok,m
khushboo,f
prankur,m
gufraan,m
keshar,m
saroja,f
ushman,f
malkeet,m
jeeren,f
yasar,m
bahrat,m
laltesh,f
nizam,m
chanchal,m
lawli,m
avinas,m
vidhya,f
amida,f
yamin,m
anuraj,m
piyari,f
vironika,f
chitprit,m
tavvasum,f
halke,m
sazid,m
abhishik,m
nancy,f
hamza,m
kunden,m
durga,m
patras,m
jat,m
prabha,f
dhram,m
rehaan,m
bram,m
ramnath,m
vishvnath,m
noor,f
subani,f
vipin,f
ravindra,m
tirlok,m
ajab,m
dildar,m
sulochna,f
parveen,f
kushum,f
farheen,f
darshana,f
bhateri,f
gudia,f
ranjeeta,f
sweeti,f
rauf,m
marya,f
munnem,m
doodhnath,m
janwi,m
hazi,m
rachana,f
deewan,m
fara,f
parvinder,m
nimat,m
asgari,f
rajo,f
sartaj,f
shveta,f
ilma,f
sohail,m
bahvarkali,f
salu,f
ramvilash,m
prabhakar,m
kauva,m
ruplal,m
bulbul,f
sharinimle,f
nusrat,f
rakho,m
bhaddal,m
paramjeet,f
mhoomad,m
punkaj,m
ramjeet,m
manmeet,m
omparkash,m
harji,m
shavani,f
abhilash,m
shavitri,f
chakra,m
suhana,f
rajmani,m
amita,f
mehtab,m
akansh,m
navneet,m
sucheta,f
moolchand,m
geetika,f
shur,m
sanchit,m
rajider,m
papu,f
sohani,f
bali,f
vasim,m
mustikeem,m
chottu,m
inderjit,f
happy,m
krishka,f
shahbaz,m
rijwana,f
tanya,f
kriti,f
kirshn,m
minaksi,f
tulki,f
sammiuddin,m
krashna,f
sarangthem,f
sarojani,f
chinu,m
ashtha,f
bindvasini,f
rabhida,f
ilyas,m
yashpal,m
nabila,f
bindu,m
ashrfi,m
vishal,f
sushail,m
joyti,f
chintu,m
mumtaj,f
upasna,f
deena,f
ishwari,m
charnjeet,f
daman,m
deepa,m
dharmraj,m
bapu,m
sahajaha,m
nazani,f
vimlesh,m
sohnal,m
sarda,f
susanto,m
vishva,m
shetan,m
benjir,f
sheelu,f
neni,f
srimati,f
dharma,f
somi,f
avinash,m
abhisek,m
sugai,m
aas,m
batu,m
ruzina,f
rajkumaree,f
omprakesh,m
mahavir,m
firdoesh,m
imamuddin,m
kiranti,f
pramjot,m
shahrukh,m
shabbir,m
ibarhim,m
vidhi,m
nandita,f
ganga,f
ekata,f
shabila,f
shambu,m
baggusingh,m
kamil,m
reshama,f
bhagwati,m
attar,m
jigar,m
afsari,f
bahadur,m
saku,f
dhansinghpuri,m
rubee,f
aashis,m
foranti,f
khalid,m
sabiya,f
farha,f
shankuntla,f
saruf,m
nepal,m
tilakram,m
alamin,m
farhana,f
mahipal,m
ramu,m
rafeddin,m
bherav,m
sagiran,f
riyaz,m
nayan,m
wahid,m
luxmi,f
ugam,f
harwindra,m
devilal,m
amot,m
savreen,f
kala,m
anshul,m
joni,m
vedanand,m
garib,m
mumtaz,f
kanhiya,m
dhisa,m
sakuntla,f
sushmendra,m
joria,m
gopiram,m
bhura,m
angad,m
jittender,m
sukhdeep,f
kulli,m
gurupreet,m
faroj,m
simranjeet,m
resham,f
krishana,m
anjum,m
surbhi,f
jockyipai,m
kesha,f
shahnaza,f
naushad,m
rupendra,m
lakhua,m
sukhdev,m
mohseena,f
munesh,f
akbar,m
kedarmal,m
lalan,m
ramhetu,m
surekha,f
gulfasha,f
dal,m
palvinder,f
jahir,m
abhinay,m
beeru,m
shan,m
nirutma,f
ganeshi,f
chhotu,m
taruna,f
menakshi,f
chandar,m
sujli,f
barkat,m
janaki,f
shyad,m
affan,m
samir,m
asif,m
jamadar,m
najim,m
jafrul,m
jaga,m
asma,f
sharat,m
sehnaz,f
ishwar,m
sharee,m
jeet,m
santa,f
fulmiya,m
promila,f
vimal,f
schin,m
girraj,m
ashishi,m
ashlam,m
elvis,f
akkash,m
sahishta,f
ratneshwar,m
israil,m
kanchi,f
sanny,m
sukkhu,m
kartik,m
bhan,m
youraj,m
sagir,m
devasheeh,m
ruksar,f
gopi,f
basant,m
taiyab,m
azaz,m
hem,m
kabul,m
jasmen,f
pritee,f
kaleram,m
sarfaraz,m
ruchendra,m
susan,m
kalpna,f
sabnur,f
rajveer,m
preti,f
kamaljeet,m
asrf,m
deba,m
rihana,f
satbir,m
endrajeet,f
aakar,m
paryanka,f
sanjida,f
babalu,m
naryan,m
subash,m
bhupen,m
ashif,m
akhtari,f
dhodi,f
ghan,m
anuska,f
chetna,m
fiyaz,m
harees,m
labbhi,f
sagrika,f
shakar,m
banty,m
randhir,m
soba,f
chhagana,f
manver,m
aryan,m
kehkasha,f
foolmaya,f
pintu,f
gulfsal,f
hiri,f
baburam,m
raismi,f
sosri,f
kmles,m
tashnim,m
nazira,f
mehvish,f
jaishmin,f
jaykumar,m
poonam,m
indera,f
sakir,m
shagufta,f
tofik,m
rashika,f
majunew,m
bhole,m
shakti,f
rajendra,m
prameela,f
daljeet,m
elwin,m
gudiya,m
kailashi,f
shabir,m
bakila,f
sahil,f
methun,m
lasar,m
dhananjai,m
sanha,f
naval,m
kanhaiya,m
ehasan,m
surjeet,f
birju,m
ranjita,f
khairu,f
raveena,m
nikki,f
nausad,m
partibha,f
hera,m
bhavishy,m
prdeep,m
aanil,m
guluram,m
sahnaz,m
eldro,m
amin,m
vibha,f
chanderwati,f
ompati,f
kalpesh,m
nehal,f
mukund,m
kajol,f
gursimaran,m
samrin,f
arhiyant,m
pooranmal,m
sapana,f
anupam,f
suman,m
bajrangi,m
deepu,m
priju,m
alisha,f
dhreej,m
parkash,f
koyal,f
nishu,f
gulbhar,m
shahir,m
abhi,m
surgayan,m
sanam,f
minka,f
manikchand,m
bashudev,m
ahupendra,m
gendi,f
parmanand,m
lta,f
manjinder,f
harendra,m
vidit,m
ramkhilawan,m
injum,f
gani,m
arajun,m
sabbo,f
sahdev,m
pujja,m
beby,f
rajibul,m
sawati,f
malkiat,m
meharuddin,m
shital,f
not,m
pramila,f
nandini,f
gonsan,m
joycee,f
kamla,m
shana,f
taiyaybh,m
roop,m
fateh,m
jahani,f
barsa,f
chandi,m
izhar,m
bhagwanti,f
khadak,m
savia,f
udaiy,m
reemi,f
popinder,m
jenny,f
mohad,m
bhagay,f
sudarshan,m
vilram,m
ishawari,f
rajudi,f
sampat,f
rawana,f
sarthak,m
prashant,m
farid,m
gunja,f
ankesh,m
aayush,m
asmit,f
rajwanti,f
dhanpati,f
deepak,f
shyamwati,f
sushri,f
sohanlal,m
rashni,f
parjinder,m
geeta,m
dhawal,m
shiba,f
masuma,f
surendera,m
paramjeet,m
samman,f
sumnesh,m
jhoti,f
boduram,m
aarati,f
rajinder,m
mahfooj,m
dhramveer,m
jawahar,m
warish,m
sabreen,f
mudsay,f
sakib,m
vidisha,f
ompal,m
jisu,m
majoo,f
juber,m
jaiprakash,m
shakun,f
geetali,f
dholi,f
naulakh,m
arjoo,m
somil,f
amrit,m
devinder,m
twinkal,f
julfikaar,m
prakshi,f
aoosaf,m
asraf,m
dhan,f
jasleen,f
nirwat,f
taran,f
zameer,m
nabijan,m
sadab,m
angreg,m
sandee,m
menadevi,f
sarabjeet,m
kupooja,f
mandu,m
knheyalal,m
mukkesh,m
satwanti,f
sattaram,m
aysha,f
mainka,f
avnish,m
shamina,f
arunkumar,m
bacchu,m
damodar,m
kamre,m
budhi,m
amisha,f
meeno,f
baljeet,m
meharban,m
tipu,f
naimuddin,m
aashik,m
birma,m
mhendar,m
deva,m
sniya,f
shadhik,m
shoan,m
supyar,f
sarin,f
srita,f
snah,f
naushi,f
satyapal,f
pabitra,m
ranju,m
sarwesh,f
bhonu,m
chaya,f
amarmula,f
saurab,m
renuka,f
veerpal,m
birma,f
vivek,f
firoz,m
parkesh,m
khushbhu,f
subburaiyalu,m
bhanu,f
tausif,m
abhinandan,m
madhu,m
kadir,m
tinki,f
pardep,m
abrar,m
aamod,m
amil,m
ayushi,f
roopam,f
mitthun,m
dulichand,m
harnam,m
pankuj,m
saif,m
mholani,f
chandu,m
durgabai,f
rahul,f
paru,f
sumedha,f
jalaluddin,m
braj,m
udita,f
shree,f
jaswinder,f
amrjeet,m
lajja,f
dhrambir,m
philomina,f
murti,f
tirath,m
momin,m
huseni,f
kaishav,m
sarasvati,f
mitlesh,m
amart,m
birmo,f
rachnawith,f
tripti,f
narmda,f
naveena,f
jagir,m
ramjani,m
lakshya,m
irtu,f
nishar,f
naima,f
sivam,m
paro,f
viren,f
sai,m
astha,f
rahish,m
virat,m
vidhi,f
shahzad,m
kunti,f
aarif,m
ruhhena,f
monti,m
majid,m
fazulla,m
jannat,f
hamid,m
kamna,f
midhana,f
mena,f
devesh,m
sankar,m
geetanjali,f
frra,f
brijlal,m
anandi,f
dikshant,m
uttam,m
mamu,m
pushpendra,m
sablu,m
shani,m
mursida,f
sudershan,f
nemsi,f
rajkaranta,f
deelip,m
jiya,m
seetal,f
parnav,m
nekki,f
hoor,f
sahadeb,m
tosheeb,m
jacob,m
mandeep,f
birjesh,m
aajad,m
pinttu,m
druga,m
pitika,f
adesh,m
vickky,m
gafur,m
nosar,f
afrooj,f
said,m
harishankar,m
jai,f
jasmeet,f
meenaxi,f
alkha,f
anli,m
tuka,m
mahfooz,m
anoura,f
jagmohan,m
prakesh,m
nikhad,f
kanok,m
tanvir,m
parbhudayal,m
krisana,m
dayji,f
ombir,m
harkali,f
aazadi,f
shabi,m
navleen,f
pannu,m
mabiya,f
prateek,m
veejita,f
tamnna,f
abid,m
taufik,m
narander,m
nar,m
tanvi,f
purnmal,m
lavli,f
indra,m
hemlat,f
praveena,f
chandabai,f
viram,m
phul,f
yash,m
sarfraj,m
gagan,f
ashim,m
saaniya,f
rafi,m
yashin,m
beekar,m
mahboob,m
sira,f
kushagra,f
sweety,f
altab,m
dilshadi,f
prami,f
layba,f
heeralal,m
bishana,m
satendra,m
sahnabaj,m
shrotam,m
jhansi,f
marsi,f
hisham,m
subhod,m
bundel,m
islam,m
kaarti,f
mukeemuddin,m
mukhtyar,m
chumki,f
nidhi,m
najiya,f
omi,m
razida,f
mangta,m
mamini,f
manohari,f
vikesh,m
jainab,f
tavraj,m
shivkumari,f
montu,f
yogeshwar,m
ashish,f
amzad,m
ganpati,m
amanjeet,f
chand,m
julficar,m
sunder,f
alis,f
pachuram,m
nathu,f
gauri,f
mohardi,m
rajindre,f
vasida,f
tulsiram,m
shadna,f
indara,f
iqrar,f
rukya,f
ganga,m
shanbhu,m
hasnain,m
shokesh,m
bittu,m
dilsad,m
sukh,m
shakir,m
nashimuddin,m
tanu,f
kushmi,f
priyaki,f
devpal,m
sadip,m
rubeena,f
gurmel,f
ravinda,f
warmati,m
vishesh,m
jahgeer,m
shahnawaj,m
budh,m
sharadhha,f
sajmeen,f
mallika,f
majrula,f
munsi,m
shish,m
saveena,f
nanki,f
sharad,m
aabid,m
kushal,m
gurmit,m
hem,f
sandna,f
ramjan,m
nelson,m
gona,f
radhe,m
mayur,m
smarti,f
siksha,f
surajbhan,m
mustki,f
mehib,m
bhisan,m
gantantra,m
himansi,f
manshi,m
pareeti,f
pratima,f
suchi,f
rishu,f
ran,m
naved,m
ruksin,f
ahsamin,f
sukh,f
sohel,m
bhojpal,m
bheema,m
bishesh,m
kirshna,f
parshu,m
kripal,m
aanchal,f
bashanti,f
akil,m
sonali,m
istyak,m
sagita,f
mushkan,f
omprkesh,m
vijender,m
punarjyoti,m
ambika,f
shamshina,f
rajendar,m
lala,m
tapsya,f
mohsina,f
moti,f
himal,m
kundin,m
hitender,m
tajinder,m
parniti,f
satyender,m
lallu,m
sitra,f
najimuddin,m
dayavati,f
harbanschauhan,m
niwas,m
girwer,m
gurupreet,f
mangi,m
shanwaz,m
dharmvir,m
chandkor,f
amardeep,m
bivla,f
jaiwanti,f
fasrun,f
girija,f
sarif,m
jishan,m
gitika,f
prabhila,f
vindeshver,m
ansul,m
sna,f
chameli,f
anandwati,f
banu,f
jagdesh,m
dharma,m
kaif,m
priyansu,m
gladwin,m
vandhna,f
kabir,m
harison,m
navneet,f
tarannum,f
joyate,f
jaspal,m
samsuddin,m
rohthash,m
bachcha,m
banju,m
safik,m
arshla,f
rimmi,f
shanjhan,f
chhano,f
afjal,m
bhojaram,m
murli,m
santu,f
khshbu,f
kailaki,f
lokesh,f
netra,m
jincy,f
lakshay,m
krishma,f
noori,f
shayam,m
puspak,m
lakky,m
ankur,m
rohini,f
pushpendr,m
nutan,f
dushyant,m
prkesh,m
sarla,f
birmati,f
puspender,m
ramtek,m
shishram,m
shuman,f
omjone,m
rattan,m
sumemtra,f
poojadevi,f
ruvi,f
parvez,m
sudhansu,m
aanik,f
pamjeet,f
tarif,m
gyanendra,m
rathan,m
hanni,m
sararwati,f
munender,m
durvesh,m
ajmer,m
subjeet,m
jairam,m
deepika,m
shashwat,m
kalwati,f
dishad,m
abhinwav,m
jya,f
shakuntla,f
senthia,f
dhurv,m
gulbasha,f
valentina,f
tamanna,f
dvndavva,f
panchuri,f
shiena,f
balkishan,m
sudesh,m
hritik,m
aarav,m
arshi,f
saurav,m
shiraj,m
azam,m
yuvraj,m
khusboo,f
dipanshi,f
yasodha,f
susant,m
omesh,m
surjit,m
gul,m
ruchit,m
kooki,f
sharukh,m
kashif,m
rasmi,f
reshmi,f
sehzada,m
similata,f
uda,m
nabal,m
anno,f
hani,m
poneem,f
shabuddin,m
vakesh,m
rubbina,f
sajan,f
meeta,m
sazia,f
harpreet,m
panchhi,m
munesh,m
biitu,m
katwa,m
shanno,f
chosh,m
durjan,m
gulafsa,f
kajamuddih,m
bhagwana,m
aashiq,m
kirtiman,m
pharjana,f
manmath,m
arsh,m
sahab,f
taslima,f
suda,f
mohamad,m
parbhat,m
rajdulari,f
chanchl,f
pappe,m
samiya,f
devli,f
vipul,m
deepmala,f
malchand,m
kaleem,m
meethu,f
ugma,f
shanvaj,m
kush,m
maahi,f
tarun,f
aatir,m
satyawan,m
suraj,f
begraj,m
abdulla,m
vakil,m
sushela,f
sita,m
gangaram,m
shail,m
machhala,f
yoginder,m
nitam,f
virendra,m
chinta,f
jayantadass,m
shayana,f
nasim,f
hudi,f
partyush,m
parminder,m
sharmistha,f
gytri,f
ratikant,m
rama,m
sat,m
babudden,m
jasvindir,m
foranta,f
sanjeev,f
vineeta,f
samayddin,m
badal,m
sangeta,f
sangita,m
jagnath,m
daniel,m
baliya,f
halkuji,m
yashmin,f
tarawati,f
natasha,f
ankala,m
sama,f
akib,m
unnati,f
kehkasa,f
zile,m
dakch,m
asman,f
parsant,m
zakir,m
mansa,f
rakhila,f
geet,f
shashank,m
zuveb,m
santi,m
saranjeet,m
sukhwanti,f
pratul,m
akhtar,m
bhagwanaram,m
prabhjeet,m
nihalchand,m
farhin,f
aruna,f
goruav,m
girdhari,m
sukheeya,f
khursheed,m
heera,f
jainaf,f
bavita,f
sanand,m
menu,f
sajini,f
vansh,m
tajrani,f
satrohan,m
pramood,m
maalti,f
krishnal,m
jasvant,m
fatma,f
nannu,m
vahid,m
santram,m
anshika,f
sawitri,f
bhoop,m
hare,m
shirishty,f
tushar,m
sowar,m
kastoori,f
shivam,f
kela,f
tavinder,m
chotelal,m
choga,m
rahim,m
hemani,f
jagdambika,m
dauad,m
sevak,m
premsingh,m
somdath,m
ateek,m
ovaish,m
dhanna,m
shokat,m
shailender,m
natthu,m
khairti,m
beni,f
sunaki,f
randeep,m
henkhochon,m
deepansu,m
sulender,m
umedi,f
kaladevi,f
balvinder,f
nesha,m
fulo,f
rajendr,m
nazmin,f
baichan,m
saddiq,m
dhannu,m
nasreema,f
surindera,m
akshat,m
kismat,f
balbiri,f
ajay,f
hadarali,m
shabreen,f
harinarayan,m
chanpa,f
diti,f
pankajsheel,m
chetanya,m
rampaal,m
jarina,f
ravindr,m
genda,f
bhulaee,m
pitar,m
vashanavi,f
switi,f
idrish,m
yaswani,m
saridevi,f
inderpal,m
madhuni,f
tarnnum,f
raghuveer,m
sombir,m
tayab,f
hailena,f
amari,f
sanjeet,m
babbu,f
deendyal,m
joty,f
akbari,f
nazneen,f
hakimuddin,m
kuwarjeet,m
armita,f
rudra,m
twenkle,f
devasish,m
bhawan,m
muzaffar,m
prabhu,m
gyaan,f
dipti,f
narendar,m
jasveen,m
pushpender,f
janwi,f
bahwana,f
pushpan,f
amber,m
nasruddin,m
soni,m
repu,m
ayub,m
shatish,m
rafal,m
akram,f
hemleta,f
sohan,f
roshanlal,m
haneef,m
sehnaaz,f
naulesh,m
sanna,f
lakhe,f
nelam,f
marukh,m
samon,m
bindi,f
pampa,f
saheed,m
amreen,f
parvinder,f
balbeer,m
fharman,m
jakra,f
monini,f
keshave,m
deepu,f
hemavanti,f
hazrat,m
kashiram,m
faijal,m
kartika,f
satnosh,m
gora,m
rohaan,m
midda,m
jayoti,f
bhud,m
opendar,m
tanuj,m
gul,f
shakib,m
pyare,m
shashai,m
tarachand,m
swadhin,m
arnabjit,m
jiyaul,m
sansaar,m
ansal,m
bima,f
swata,f
gora,f
sekha,m
indal,m
rekhai,m
vashim,m
nikahat,f
deerendra,m
nandni,f
ramlakhan,m
kaamini,f
oma,f
avadh,m
megharam,m
ramdin,m
vijeta,m
imtyaj,m
shrimati,f
najis,f
shabi,f
any,f
sharwan,m
mamt,f
ruksaar,f
gopal,f
amritpal,m
prity,f
praveen,f
vishvanath,m
banwarilal,m
sahanaj,f
rehana,f
kohinoor,f
groti,f
khalil,m
jafrin,f
buhan,m
jagtar,m
shakina,f
dilish,f
mhega,f
udai,m
miha,m
javid,m
samina,m
noornabi,m
visan,m
nanni,m
ramaiya,f
himmat,m
naseem,f
disi,f
bulad,m
lada,f
panchma,f
kant,m
lakshman,m
imamudeen,m
bhuralal,m
soyam,m
manash,m
palaram,m
tapas,m
rabpreet,m
so,m
rasida,f
damanjeet,m
rinju,f
naisi,m
bhagwan,f
bhagipuri,m
dhani,m
ishatkar,m
shobhit,m
supriyal,m
netram,m
asruddin,m
haju,f
shailesh,m
narayani,f
neeli,f
taslim,m
sutiya,f
gajraj,m
munnawar,m
pryanka,f
rambhajan,m
shivangi,f
mata,m
krish,m
safiq,m
sany,m
dharamvati,f
ranpal,m
mahbir,m
rinka,f
shekher,m
balvinder,m
manbhari,f
rumal,f
kamala,m
poornima,f
wilkish,f
phol,f
tohseeem,m
vipol,m
nadir,m
nawab,m
shaulal,m
sarip,m
matbar,m
mehandi,m
bhavisaya,m
bachhu,m
kulwinder,m
ramkali,f
kesha,m
sri,m
babupuri,m
sakal,m
ishika,f
ramkishan,m
pool,f
ranjit,f
ramkumari,m
dharamveeri,f
adhish,m
geesa,m
gosia,f
gotam,m
arbaj,m
kaluram,m
sanwar,m
hassan,m
